Date,NVDA,AVGO,MU,AMAT,LRCX
2018-01-03,0.06377183448935077,0.010954790752895061,0.029531285152825524,0.0175425620922272,0.016933536149320208
2018-01-04,0.005305283833306178,0.0002600228561054912,0.04138061335378426,0.005724163677890592,0.0045038530940646184
2018-01-05,0.008486656538896903,0.005871254396358823,-0.023311170142090908,0.005715011693072225,0.015597183183925794
2018-01-08,0.03002337911990802,0.002481829131055502,-0.00547270646675948,0.023877988682206572,0.007462197419071372
2018-01-09,-0.00029149685663080533,-0.014006692460721634,-0.058303339665643536,-0.0191218436777961,-0.0015675476133242359
2018-01-10,0.007900401808583677,-0.02140130638542396,0.007887670213057732,-0.028862219998685375,-0.030306211461007104
2018-01-11,0.0018043455474920336,0.0027424074544093314,-0.011866734285223385,-0.0018636573302943907,-0.013371903557418565
2018-01-12,-0.004983860290450232,0.0028141359975724987,0.00023547086039186918,0.004661621695694115,-0.00329476068097552
2018-01-16,-0.012998325740838632,-0.0038241142940805563,0.0025747847703170164,0.019445852655575305,0.009805375057309185
2018-01-17,0.020805883524967574,0.009655793263238621,0.030744189394442335,0.050814076644838745,0.07435881355350299
2018-01-18,-0.0012009439745586416,0.014927503508260552,-0.0061172189605181405,0.001072077321970751,0.0018822088336177113
2018-01-19,0.024851535996017554,-0.012738382054209595,-0.028587120038227394,0.0,0.01004128384453727
2018-01-22,0.015446921456138497,-0.016228614400633733,0.0030227079054899616,0.0010097111302418058,0.007937772465088358
2018-01-23,0.022075468082910728,0.0029698881027089737,0.02464978526078382,0.005767692214898407,0.027857419739719898
2018-01-24,-0.013076268676055677,-0.023160800692788048,-0.02000175546774216,-0.015888488768973464,-0.025230714108913612
2018-01-25,0.0023398635192713314,-0.03799041485060629,-0.0016297441209846175,-0.019896332727602425,-0.051232458189827496
2018-01-26,0.029179435740498926,0.013995649028757728,0.01526328223609701,0.024089085530169484,0.016403882160213074
2018-01-29,0.01441083816104307,-0.02149403452503132,-0.008750868625468443,-0.03184417904780273,-0.033092643926360285
2018-01-30,-0.016938190720801247,-0.018448661585521196,-0.038143112548934176,-0.03587863075156903,-0.025205121172829387
2018-01-31,0.012626010232062413,0.028950589937299098,0.04799659595919153,0.0046877965285171295,0.0023666732684991705
2018-02-01,-0.021869536546105482,-0.038012692272721194,-0.028505948533567298,-0.006550679337889716,-0.01265040847696303
2018-02-02,-0.029491985584291648,-0.01396081716429311,-0.040106759949597816,-0.05000380301490508,-0.054747727525511033
2018-02-05,-0.08858912288015806,-0.031943414947657595,-0.035418188249635135,-0.047629844446874944,-0.049692304579469763
2018-02-06,0.05398436200410251,0.052545837345394274,0.1076967578558816,0.039077322628943166,0.045609642146057616
2018-02-07,0.014271564666094163,-0.012497198211389737,-0.04355371857123994,-0.03150908700648963,-0.038190979985038814
2018-02-08,-0.050559204383234524,-0.03354668664050773,-0.049021240811239285,-0.06228762070212066,-0.05624488865589952
2018-02-09,0.06475367148690507,0.02554083094135744,0.010210910985440034,0.049672923581677485,0.022005010717701633
2018-02-12,-0.017513656375014047,0.037098035657316945,0.042625085541221935,0.029102941409032065,0.04191116955790815
2018-02-13,0.01989267273789866,0.005963717983100613,0.010844788659679853,0.0010245020439120893,-0.002300346706993375
2018-02-14,0.03710811308807302,0.007301797991810723,0.019053726658208064,0.04747460069381191,0.05879504394449481
2018-02-15,0.020900909183141712,0.016624351259945182,0.0011545605259042364,0.03831449913162235,0.014573552235423552
2018-02-16,-0.010868327741570262,-0.011653979659296775,0.016185026817349787,0.019080603702772068,0.011851920351768032
2018-02-20,0.021132861927472598,0.002885548576089786,0.015478371206484386,0.0310067175298323,0.028955051790508772
2018-02-21,-0.030783632307291482,-0.0041481218678377065,-0.008035050165901478,-0.00941681085841726,-0.02195754162674045
2018-02-22,0.003241190492878849,0.003555880215940176,-0.006534071587240257,-0.0010564459829064626,-0.0046027504221446535
2018-02-23,0.015539334937642773,0.016806048673892435,0.050255224716323675,0.016641880546952988,0.02477889882652341
2018-02-26,0.0026714598144285577,-0.0029413144319800594,0.030678050643913216,0.03108131238973786,0.02721937391214128
2018-02-27,-0.002129370688274409,-0.004596991264205448,0.01241131620719388,-0.02008016667058006,-0.02532925238168523
2018-02-28,-0.016699097557864938,-0.02141667777377701,0.004742077409349416,-0.0008439481389740123,-0.00819914558303816
2018-03-01,-0.041329217164283366,-0.01290054932477138,-0.024693851574511844,-0.009080890682210855,-0.009500942430014769
