scenario_group,scenario_value,avg_model_initial_price_constant,avg_model_initial_price_regime,avg_std_pnl_constant,avg_std_pnl_regime,avg_q05_pnl_constant,avg_q05_pnl_regime,avg_q01_pnl_constant,avg_q01_pnl_regime,avg_mean_pnl_constant,avg_mean_pnl_regime,regime_price_minus_constant,std_gap_constant_minus_regime,q05_gap_regime_minus_constant,q01_gap_regime_minus_constant,mean_gap_regime_minus_constant
baseline,baseline,7.106284760531515,7.834964902242534,1.952585695531645,1.9577933227023514,-2.9336417196198825,-3.1331540125905493,-5.30108270139522,-4.954616708242032,-0.018852331023781567,-0.026782323515987073,0.7286801417110196,-0.005207627170706441,-0.19951229297066675,0.3464659931531884,-0.007929992492205506
hedge_frequency,Monthly,7.193839583095816,7.918362091800607,2.1248132727930997,2.013594680334175,-4.245506919219355,-3.6168640731028927,-5.712016789765201,-5.283055818263007,-0.10178060967365372,-0.06831714655028137,0.7245225087047915,0.11121859245892463,0.6286428461164619,0.42896097150219425,0.03346346312337235
hedge_frequency,Quarterly,7.091625266515346,7.712469805411473,2.812026330121187,2.841038495476802,-5.104357434460177,-5.747259947397883,-8.191583453134893,-8.085795586088567,-0.018265515421354385,-0.10840221648649241,0.6208445388961268,-0.029012165355614794,-0.642902512937706,0.1057878670463257,-0.09013670106513802
hedge_frequency,Semiannual,7.228247160925431,7.104215770828661,3.5107170778445287,3.436070908736863,-5.89892379081998,-5.8599889220533115,-10.186905119817784,-9.368779172950603,0.15479861752470653,0.14276749288717924,-0.12403139009676956,0.07464616910766564,0.03893486876666863,0.8181259468671804,-0.012031124637527285
stress_corr,0.75,7.170549195243758,7.473939639795507,1.901918095856288,1.8548021740738814,-3.6327886205940083,-3.2549656162623064,-4.83004171487985,-4.402531977471055,-0.004357699536652188,0.022454163058876833,0.3033904445517486,0.047115921782406645,0.3778230043317019,0.42750973740879505,0.02681186259552902
stress_corr,0.9,7.3247299545125015,7.683925839640304,1.9307665125192606,1.8836140508746289,-3.43684479471795,-3.427016747518093,-5.692922942736606,-4.98099470461787,-0.10894967627981889,-0.12780454364901028,0.35919588512780276,0.047152461644631716,0.009828047199857082,0.7119282381187366,-0.018854867369191397
stress_corr,0.98,7.12063871094395,7.958289174038512,1.9270547220696232,1.8943502630074154,-3.178732308531689,-3.174617594626048,-5.322169879573247,-4.982463730752709,0.022580624973069313,0.010488944516688449,0.8376504630945618,0.03270445906220787,0.004114713905641221,0.33970614882053773,-0.012091680456380864
stress_share,0.2,7.158263904122164,7.048404320125792,1.5655158076719604,1.6046696256190698,-2.2795826505186576,-2.6104362971440507,-3.6414174087289597,-3.698243310879892,0.19284081700491507,0.18043166248160045,-0.10985958399637141,-0.03915381794710937,-0.33085364662539307,-0.05682590215093253,-0.01240915452331462
stress_share,0.3,7.143278474309933,7.531375148499539,1.7687731969367568,1.7573750301035396,-2.810014376196845,-2.6185190669855816,-4.472999599586128,-4.2335018018538655,0.11048320406080397,0.09042790674626816,0.3880966741896055,0.01139816683321726,0.19149530921126345,0.23949779773226254,-0.020055297314535814
stress_share,0.4,7.145912750999772,7.831972475777767,1.8875044611428888,1.8808251054927596,-3.077399966104525,-3.181371844952399,-5.07522111503264,-4.849665358500763,0.16855652054514686,0.11602186546584797,0.6860597247779952,0.006679355650129226,-0.10397187884787407,0.2255557565318771,-0.052534655079298886
stress_share,0.5,7.179673021417942,8.340174015193742,1.9705007803425725,1.8389971915142793,-3.3103664517304034,-2.927114240774856,-5.471649101117564,-4.585565132912977,0.19774349457711218,0.17477088413148328,1.1605009937758002,0.13150358882829316,0.3832522109555474,0.8860839682045869,-0.0229726104456289
strike_multiplier,0.95,10.248887393687587,10.751353391695183,1.9569452065504749,1.9043912116299717,-4.064619104099238,-3.6025555815923473,-5.972208810493879,-5.352345435722456,-0.015957549323159972,-0.05214295923062441,0.5024659980075956,0.052553994920503166,0.46206352250689076,0.6198633747714233,-0.03618540990746444
strike_multiplier,1.0,7.1060179990273715,7.833097904420829,2.1136885170052855,2.0248941208256586,-4.301692277743186,-3.9967240445084116,-5.989224311951196,-5.184514012476358,-0.12877227711619113,-0.18619600385049437,0.7270799053934578,0.08879439617962692,0.3049682332347743,0.8047102994748379,-0.05742372673430324
strike_multiplier,1.05,4.786804419058601,5.483315214852661,1.86102210854371,1.8570218757054688,-3.2277382010114595,-3.1012953812729833,-5.609928469933077,-5.072653844052934,0.014097618005489546,-0.0015338407131031406,0.69651079579406,0.004000232838241136,0.12644281973847615,0.5372746258801433,-0.015631458718592686
