path_id,stress_fraction,terminal_payoff,Unhedged short option,Constant-correlation hedge,Regime-switching hedge
0,0.16666666666666666,20.168315142718342,-11.771292757838959,0.9229637697261523,0.9189967922387723
1,0.25,4.915531267069838,3.4814911178095453,0.8528802280211281,0.29511708882272103
2,0.25,3.8025922999436688,4.5944300849357145,1.37026349297453,1.1283292385223262
3,0.25,0.0,8.397022384879383,-0.05325490104198085,-0.029787172207275194
4,0.16666666666666666,5.351693956491587,3.045328428387796,0.6958562527730692,0.5010945519074852
5,0.3333333333333333,0.0,8.397022384879383,-1.1659228773706296,-1.3129304667089412
6,0.4166666666666667,8.424416290990578,-0.027393906111194966,-0.48971681770473197,-0.7727424527330982
7,0.25,0.0,8.397022384879383,-0.7256527539526572,-0.8749295761018223
8,0.08333333333333333,0.0,8.397022384879383,1.4966683558620644,1.6017491407337578
9,0.25,20.983362863037115,-12.586340478157732,-4.7737803582528215,-4.873843995983989
10,0.25,0.0,8.397022384879383,-1.4500351961515405,-1.2421795485765852
11,0.08333333333333333,0.0,8.397022384879383,0.18038611584811634,-0.02966067255250994
12,0.4166666666666667,6.894572560955879,1.502449823923504,3.661246320726036,3.6298911944713694
13,0.08333333333333333,5.186870936590026,3.2101514482893574,2.350134465192454,2.050769161519355
14,0.16666666666666666,27.851102788973265,-19.45408040409388,1.8899416509421911,1.9018834716917041
15,0.3333333333333333,0.0,8.397022384879383,-0.06000133169154896,-0.32911253109975486
16,0.08333333333333333,6.257292994390369,2.1397293904890144,0.05049328252943752,0.22302451810428892
17,0.3333333333333333,11.475848557440202,-3.0788261725608184,-0.983753957856834,-0.9261490943298867
18,0.4166666666666667,53.21481779652905,-44.81779541164966,-0.23619495477190355,-0.07142832915172903
19,0.08333333333333333,0.31719002326701684,8.079832361612366,2.1591734041436155,2.0232334989604723
20,0.16666666666666666,20.83709709157452,-12.440074706695137,0.2679452301602936,-0.1321696964714505
21,0.25,39.33725863531353,-30.940236250434147,-0.3833197630412002,-0.34328798324082754
22,0.5,0.0,8.397022384879383,2.2806540475807573,2.0724544681805757
23,0.16666666666666666,0.0,8.397022384879383,2.019571916950902,1.7393852828980356
24,0.3333333333333333,0.0,8.397022384879383,1.2876051166599147,1.1199864475655374
25,0.25,0.0,8.397022384879383,-0.49133491771015336,-0.2645431332009549
26,0.3333333333333333,0.0,8.397022384879383,-0.2535331935927378,-0.3850686882431447
27,0.16666666666666666,0.0,8.397022384879383,0.34376431405199276,0.4798750191527637
28,0.08333333333333333,0.0,8.397022384879383,1.3377764549426203,0.9699482472645826
29,0.3333333333333333,3.4563942021050735,4.94062818277431,2.920071654229261,2.8113250864118697
30,0.16666666666666666,8.277377797545128,0.11964458733425509,-0.5340650857921503,-0.4266528126793787
31,0.3333333333333333,9.731182958241533,-1.3341605733621495,0.5795581188385341,0.514405527027165
32,0.08333333333333333,0.0,8.397022384879383,1.513006973539233,1.4618020139669303
33,0.0,0.0,8.397022384879383,1.4527014654698704,1.4314482601029574
34,0.16666666666666666,11.282808914982155,-2.885786530102772,0.17008354119518287,0.286030158417546
35,0.5,0.0,8.397022384879383,-1.9619849706083468,-1.883283456946213
36,0.16666666666666666,0.0,8.397022384879383,-2.106882293609519,-2.2389224763918407
37,0.08333333333333333,11.880226393953194,-3.483204009073811,-2.780834586154313,-2.5875406247789243
38,0.25,0.0,8.397022384879383,-0.9883779521183316,-1.2789032854419227
39,0.3333333333333333,0.0,8.397022384879383,-3.4123763826536266,-3.3910508206449093
40,0.3333333333333333,14.310632717511467,-5.913610332632084,0.6268435147464828,0.967004711151219
41,0.25,0.0,8.397022384879383,0.7982921332647032,0.8744114530631789
42,0.3333333333333333,0.0,8.397022384879383,-0.757270348680315,-0.9208556071358807
43,0.25,0.0,8.397022384879383,-0.9948086009789345,-0.7057987182245667
44,0.3333333333333333,0.0,8.397022384879383,1.8883550489148455,1.765788889271549
45,0.08333333333333333,3.4527493100659967,4.9442730748133865,-0.04648540057678474,-0.09962739230887507
46,0.08333333333333333,0.0,8.397022384879383,-1.772874234984521,-2.0839541678650284
47,0.3333333333333333,0.0,8.397022384879383,-0.29375576535047776,-0.38191725209793126
48,0.0,15.09210663445478,-6.695084249575396,-0.559141992212929,-0.6344516144284142
49,0.16666666666666666,0.0,8.397022384879383,2.6881544885074886,2.552184071103273
50,0.08333333333333333,0.0,8.397022384879383,-0.17081102628123507,-0.46397899540484117
51,0.3333333333333333,0.0,8.397022384879383,2.0679852557218172,1.6618952189164702
52,0.08333333333333333,0.0,8.397022384879383,-0.41587766068185683,-0.4806514811933833
53,0.16666666666666666,0.0,8.397022384879383,0.05068082983691369,-0.20422007067843495
54,0.25,0.0,8.397022384879383,1.4202770433413079,1.5967756246678064
55,0.4166666666666667,6.481582320238729,1.915440064640654,-0.8772197659890253,-0.9199331628879861
56,0.25,0.0,8.397022384879383,-1.4675553351906079,-1.549056230400359
57,0.0,0.0,8.397022384879383,-0.6874396148150576,-0.43317334506090127
58,0.16666666666666666,18.70951863228791,-10.312496247408527,0.2236409593409121,0.35989813193845066
59,0.3333333333333333,0.0,8.397022384879383,-0.6972131078100237,-0.769314723134408
60,0.08333333333333333,0.0,8.397022384879383,1.137937747975652,0.8383691277105463
61,0.25,0.0,8.397022384879383,0.7065853836165771,0.7419289850942988
62,0.3333333333333333,0.6632199658924094,7.733802418986974,3.1094401905535065,2.787579001981676
63,0.16666666666666666,0.0,8.397022384879383,-2.1034003609693634,-2.073809927531531
64,0.16666666666666666,0.0,8.397022384879383,1.8301351157694796,1.9298213127413533
65,0.0,0.0,8.397022384879383,1.7388237592652918,1.4661771040920413
66,0.3333333333333333,11.177374411075846,-2.7803520261964625,0.7214252660275662,0.8274598807798554
67,0.16666666666666666,0.0,8.397022384879383,-0.2536674850298031,-0.17215768054524463
68,0.25,1.8769079951803747,6.520114389699009,3.5758585666020934,3.363873844504596
69,0.25,0.0,8.397022384879383,-1.111349745626987,-0.6490207705644186
70,0.16666666666666666,7.650680585807777,0.7463417990716064,-1.0943339380439596,-1.2455384946600958
71,0.25,8.449601421600406,-0.052579036721022376,-4.82212168714122,-5.012633599352753
72,0.08333333333333333,0.0,8.397022384879383,0.8149479511591418,0.7460537777280212
73,0.25,4.284339282651061,4.112683102228322,3.6391743965595253,3.5788663212062204
74,0.16666666666666666,40.76550521668412,-32.368482831804734,-0.0006118127882643876,0.22937819774654145
75,0.25,7.367996712097394,1.029025672781989,-0.059017672685129696,-0.1101185035980734
76,0.16666666666666666,4.712694102067104,3.684328282812279,1.6525872924805611,1.3708413074019035
77,0.08333333333333333,3.8809833161775202,4.516039068701863,3.008747587979826,2.803223059170463
78,0.08333333333333333,9.276702660012717,-0.8796802751333335,-1.7331479045249338,-2.0306917154759034
79,0.25,3.9730838407935067,4.4239385440858765,2.6680137011398983,2.5035659798014223
80,0.4166666666666667,16.424403356373674,-8.02738097149429,-0.740561907114909,-1.1230571890400824
81,0.08333333333333333,0.4867554284785456,7.910266956400838,3.4050545769125904,3.167324698574788
82,0.16666666666666666,2.0035347354398994,6.393487649439484,0.2619240751345444,0.4711269931175366
83,0.08333333333333333,0.0,8.397022384879383,0.9003530690772642,1.158878725865679
84,0.08333333333333333,0.0,8.397022384879383,0.790269876686363,1.0110535356583634
85,0.16666666666666666,0.0,8.397022384879383,-0.8591402160044141,-0.8732555913538008
86,0.08333333333333333,10.44624060652626,-2.0492182216468766,-0.9207769573742439,-1.249433535799227
87,0.08333333333333333,0.0,8.397022384879383,-1.7796715891410457,-1.9045813273212744
88,0.16666666666666666,2.3039234600759784,6.093098924803405,1.448810167406826,0.7438463872371628
89,0.25,0.0,8.397022384879383,-2.6317831180992926,-3.0626032926129514
90,0.0,14.092348065452782,-5.695325680573399,1.1150773484464338,1.4118004301743383
91,0.16666666666666666,21.319079590316733,-12.92205720543735,-1.192138168780943,-1.3561326197422687
92,0.0,21.47210253714995,-13.075080152270568,0.4296160249843126,-0.01072622297938608
93,0.08333333333333333,5.586070898512176,2.810951486367207,0.34285674877844485,0.23980443221167036
