price,std_error,ci_low,ci_high,discounted_payoff_std,n_paths,model
7.655553509711839,1.1855651212454472,5.331845872070763,9.979261147352915,11.855651212454472,100.0,Constant correlation
9.01645902580085,0.8196337667972035,7.409976842878332,10.622941208723368,12.959547751312277,250.0,Constant correlation
8.937172939679382,0.5772379656169111,7.805786527070236,10.068559352288528,12.907433303130997,500.0,Constant correlation
8.207482690037072,0.3778295006330659,7.466936868796262,8.948028511277881,11.948017892045188,1000.0,Constant correlation
8.450423693190185,0.31365068189812484,7.83566835666986,9.06517902971051,12.147638675180376,1500.0,Constant correlation
8.46772435634001,0.27217353129249816,7.934264235006714,9.001184477673307,12.171970352923841,2000.0,Constant correlation
8.226728214343796,0.23936406466231255,7.757574647605663,8.695881781081928,11.968203233115627,2500.0,Constant correlation
8.339469182999375,0.22034416418691685,7.907594621193018,8.771343744805732,12.068746913979634,3000.0,Constant correlation
7.714709619956575,1.11648853131438,5.5263920985803905,9.90302714133276,11.1648853131438,100.0,Regime switching
7.933411971360259,0.704544947492719,6.55250387427453,9.314320068445989,11.139833740203645,250.0,Regime switching
7.578230577045041,0.4979297295174516,6.602288307190835,8.554172846899245,11.134047232191055,500.0,Regime switching
8.226791269859548,0.37567095946544016,7.4904761893072855,8.963106350411811,11.879758826915822,1000.0,Regime switching
8.224232632855331,0.30207441588660194,7.632166777717591,8.816298487993071,11.699291820441424,1500.0,Regime switching
8.201903493830203,0.2644036067766899,7.683672424547891,8.720134563112515,11.824488764976053,2000.0,Regime switching
8.251129514008955,0.23453441536167818,7.791442059900066,8.710816968117845,11.72672076808391,2500.0,Regime switching
8.277965362599373,0.21454466036177325,7.857457828290297,8.698472896908449,11.75109500724277,3000.0,Regime switching
