path_id,stress_fraction,terminal_payoff,unhedged_clean,constant_clean,regime_clean
0,0.16666666666666666,2.5082132566691513,5.746732387393932,-1.1649540077876424,-0.9895087545223333
1,0.08333333333333333,0.0,8.254945644063083,-1.0138699016865598,-1.0674126621920967
2,0.08333333333333333,1.0725896106725656,7.182356033390517,-1.212819528174525,-1.5012887244283588
3,0.16666666666666666,0.0,8.254945644063083,0.4218067850603189,0.32393641236265786
4,0.16666666666666666,0.0,8.254945644063083,-0.7467532916620776,-0.9659901254616994
5,0.3333333333333333,12.286318285016236,-4.031372640953153,-0.8649811202815698,-0.8394975422212809
6,0.25,0.0,8.254945644063083,2.585890520697916,2.537166544457399
7,0.4166666666666667,0.0,8.254945644063083,0.8697529692909285,0.6881548462789056
8,0.25,29.495754423970936,-21.24080877990785,-0.21601956046372095,-0.00856823418145325
9,0.08333333333333333,0.0,8.254945644063083,0.9757755433702053,0.8280544480921921
10,0.3333333333333333,20.728756424864855,-12.473810780801772,0.8893635163279043,0.973179730837856
11,0.3333333333333333,25.00483025640642,-16.749884612343337,0.9629801516308873,1.207229278327361
12,0.08333333333333333,0.0,8.254945644063083,1.2767095127633923,1.8548569068927296
13,0.3333333333333333,1.8263167648692047,6.428628879193878,0.5890094726052268,0.7454512199640675
14,0.08333333333333333,39.18241052347591,-30.927464879412824,0.7495628058405828,0.9132631104127853
15,0.3333333333333333,0.0,8.254945644063083,2.2165544343307575,2.343819320947545
16,0.3333333333333333,18.32914877371975,-10.074203129656668,-4.2258826594152765,-3.9040117818244937
17,0.25,8.37742500352799,-0.12247935946490607,-0.2575749859613836,-0.20643088239819463
18,0.08333333333333333,0.0,8.254945644063083,1.6926045571313186,1.5697596968897125
19,0.3333333333333333,0.0,8.254945644063083,-0.7806973328133958,-0.7857670801331057
20,0.16666666666666666,4.566438274012981,3.688507370050102,-2.764383456921088,-2.80087703749172
21,0.16666666666666666,0.0,8.254945644063083,0.2730929507780072,0.07672226503864195
22,0.25,0.0,8.254945644063083,2.8235570792826223,2.698446615289453
23,0.0,0.0,8.254945644063083,-1.6011986864145449,-1.604986263381596
24,0.25,11.507177814683374,-3.2522321706202906,-0.13661575961124584,-0.4434609544012389
25,0.25,0.0,8.254945644063083,2.379303075493688,1.8609941586923853
26,0.25,16.221019214946864,-7.966073570883781,-1.8022103177601991,-1.4547322747419003
27,0.3333333333333333,6.949917862329372,1.3050277817337115,-1.5321589973800798,-1.5096146851191605
28,0.08333333333333333,0.0,8.254945644063083,-2.7821740427529065,-2.299321633213584
29,0.16666666666666666,0.0,8.254945644063083,0.7880595710798125,0.8174191659273554
30,0.08333333333333333,5.556470837933418,2.6984748061296653,1.4812058268700525,1.8589619322405326
31,0.3333333333333333,6.998474963031768,1.256470681031315,0.14790859089593766,0.07759131686046317
32,0.25,25.479009918673583,-17.224064274610498,-4.581638615706154,-4.8986419243934165
33,0.0,10.556454579510984,-2.3015089354479006,-0.39551792248688855,-0.4917631918488041
34,0.25,31.971586838537434,-23.71664119447435,0.3283761413591293,0.7569448990409171
35,0.08333333333333333,10.382905327563122,-2.1279596835000394,-0.9307750870724192,-0.9653862845757857
36,0.16666666666666666,0.0,8.254945644063083,-0.2481616022827211,-0.9950377624812035
37,0.08333333333333333,0.0,8.254945644063083,-0.6246999433549356,-0.6085867562567976
38,0.0,20.46518943908265,-12.210243795019567,1.0192410546352733,1.2121788474580342
39,0.08333333333333333,14.322549539592387,-6.067603895529304,-0.6621104187917979,-0.7169401887745295
40,0.4166666666666667,0.0,8.254945644063083,-0.0475979217713291,-0.005258175223716036
41,0.08333333333333333,11.333968926835198,-3.0790232827721145,-1.4956021348787516,-1.3632214488721814
42,0.25,2.993971334759692,5.260974309303391,2.5706406388511738,2.5295854618132836
43,0.3333333333333333,0.0,8.254945644063083,-0.0739399323786083,0.3176179540077211
44,0.3333333333333333,0.0,8.254945644063083,-2.459678186113809,-2.4250166978724486
